Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Houston,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,53207.6666666667,
Houston,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,53119.3333333333,
Houston,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,52937,
Houston,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,52985.6666666667,
Houston,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,52818.3333333333,
Houston,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,52552.3333333333,
Houston,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,52426.3333333333,
Houston,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,52496,
Houston,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,52957.3333333333,
Houston,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,52603,
Houston,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,52490,
Houston,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,52063,
Houston,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,52011,
Houston,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,51675.3333333333,
Houston,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,51300,
Houston,Timeseries,2013-12,Metro Median Base Pay,Median Base Pay,51205,
Houston,Timeseries,2013-11,Metro Median Base Pay,Median Base Pay,51256.6666666667,
Houston,Timeseries,2013-10,Metro Median Base Pay,Median Base Pay,51248,
Houston,Timeseries,2013-09,Metro Median Base Pay,Median Base Pay,51151.6666666667,
Houston,Timeseries,2013-08,Metro Median Base Pay,Median Base Pay,51261.3333333333,
Houston,Timeseries,2013-07,Metro Median Base Pay,Median Base Pay,51411,
Houston,Timeseries,2013-06,Metro Median Base Pay,Median Base Pay,51278.6666666667,
Seattle,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,59811.6666666667,
Seattle,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,59668.3333333333,
Seattle,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,59876,
Seattle,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,59936,
Seattle,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,60189.3333333333,
Seattle,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,60156,
Seattle,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,59745.3333333333,
Seattle,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,59532.3333333333,
Seattle,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,59445,
Seattle,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,59377,
Seattle,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,59334,
Seattle,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,58845.3333333333,
Seattle,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,58709.3333333333,
Seattle,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,58296.6666666667,
Seattle,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,57956.3333333333,
Seattle,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,57658.3333333333,
Seattle,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,57506.6666666667,
Seattle,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,57631.3333333333,
Seattle,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,57753,
Seattle,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,57752.3333333333,
Seattle,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,57612.3333333333,
Seattle,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,57254.6666666667,
Seattle,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,56985.3333333333,
Seattle,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,56726.6666666667,
Seattle,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,56763.6666666667,
Seattle,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,56722.3333333333,
Seattle,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,56837.6666666667,
Seattle,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,56775,
Seattle,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,56697,
Seattle,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,56534,
Seattle,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,56359.3333333333,
Seattle,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,56109,
Seattle,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,55939,
Seattle,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,55744.3333333333,
Seattle,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,55846,
Seattle,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,55695.6666666667,
Seattle,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,55838,
Seattle,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,55675,
Seattle,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,55541.6666666667,
Seattle,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,55066,
Seattle,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,54694.6666666667,
Seattle,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,54525.3333333333,
Seattle,Timeseries,2013-12,Metro Median Base Pay,Median Base Pay,54387.6666666667,
Seattle,Timeseries,2013-11,Metro Median Base Pay,Median Base Pay,54517.6666666667,
Seattle,Timeseries,2013-10,Metro Median Base Pay,Median Base Pay,54572,
Seattle,Timeseries,2013-09,Metro Median Base Pay,Median Base Pay,54720.6666666667,
Seattle,Timeseries,2013-08,Metro Median Base Pay,Median Base Pay,54603,
Seattle,Timeseries,2013-07,Metro Median Base Pay,Median Base Pay,54498,
Seattle,Timeseries,2013-06,Metro Median Base Pay,Median Base Pay,54623.6666666667,
San Francisco,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,68119.3333333333,
San Francisco,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,67668.6666666667,
San Francisco,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,67014.6666666667,
San Francisco,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,66851,
San Francisco,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,66845.6666666667,
San Francisco,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,67151.6666666667,
San Francisco,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,67028.3333333333,
San Francisco,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,66910.3333333333,
San Francisco,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,66931.6666666667,
San Francisco,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,66850.6666666667,
San Francisco,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,66700.3333333333,
San Francisco,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,66600,
San Francisco,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,66368.6666666667,
San Francisco,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,66004.6666666667,
San Francisco,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,65512.6666666667,
San Francisco,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,65329,
San Francisco,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,65139.3333333333,
San Francisco,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,64708.3333333333,
San Francisco,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,64509.3333333333,
San Francisco,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,64307,
San Francisco,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,64342,
San Francisco,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,64064,
San Francisco,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,64084.6666666667,
San Francisco,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,63883.6666666667,
San Francisco,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,63670,
San Francisco,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,63214.3333333333,
San Francisco,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,63148,
San Francisco,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,62823.3333333333,
San Francisco,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,62886.6666666667,
San Francisco,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,62621.6666666667,
San Francisco,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,62639,
San Francisco,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,62346.6666666667,
San Francisco,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,62559,
San Francisco,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,62275.6666666667,
San Francisco,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,61958,
San Francisco,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,61352,
San Francisco,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,61678,
San Francisco,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,61806.3333333333,
San Francisco,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,61866.6666666667,
San Francisco,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,61422,
San Francisco,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,61190.3333333333,
San Francisco,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,61248.6666666667,
San Francisco,Timeseries,2013-12,Metro Median Base Pay,Median Base Pay,61133.6666666667,
San Francisco,Timeseries,2013-11,Metro Median Base Pay,Median Base Pay,61189,
San Francisco,Timeseries,2013-10,Metro Median Base Pay,Median Base Pay,60645,
San Francisco,Timeseries,2013-09,Metro Median Base Pay,Median Base Pay,60512,
San Francisco,Timeseries,2013-08,Metro Median Base Pay,Median Base Pay,60464,
San Francisco,Timeseries,2013-07,Metro Median Base Pay,Median Base Pay,60779.6666666667,
San Francisco,Timeseries,2013-06,Metro Median Base Pay,Median Base Pay,60880.6666666667,
Chicago,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,55553.6666666667,
Chicago,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,55594.3333333333,
Chicago,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,55738.3333333333,
Chicago,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,55957.3333333333,
Chicago,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,56024.3333333333,
Chicago,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,55980,
Chicago,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,55527.6666666667,
Chicago,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,55316,
Chicago,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,55021.6666666667,
Chicago,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,54996,
Chicago,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,54719,
Chicago,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,54713.3333333333,
Chicago,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,54601.6666666667,
Chicago,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,54522,
Chicago,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,54346,
Chicago,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,54047.6666666667,
Chicago,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,54007.6666666667,
Chicago,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,53856.6666666667,
Chicago,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,53782.3333333333,
Chicago,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,53653.3333333333,
Chicago,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,53463.6666666667,
Chicago,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,53330,
Chicago,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,53314.3333333333,
Chicago,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,53277.6666666667,
Chicago,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,53190.3333333333,
Chicago,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,52961.6666666667,
Chicago,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,52844.6666666667,
Chicago,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,52829,
Chicago,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,52858.6666666667,
Chicago,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,53010.3333333333,
Chicago,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,53183,
Chicago,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,53033,
Chicago,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,52812.6666666667,
Chicago,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,52548.3333333333,
Chicago,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,52546.3333333333,
Chicago,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,52458.3333333333,
Chicago,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,52452.6666666667,
Chicago,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,52456.6666666667,
Chicago,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,52564,
Chicago,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,52437,
Chicago,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,52351,
Chicago,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,52031.3333333333,
Chicago,Timeseries,2013-12,Metro Median Base Pay,Median Base Pay,51897.6666666667,
Chicago,Timeseries,2013-11,Metro Median Base Pay,Median Base Pay,51641.6666666667,
Chicago,Timeseries,2013-10,Metro Median Base Pay,Median Base Pay,51581,
Chicago,Timeseries,2013-09,Metro Median Base Pay,Median Base Pay,51478,
Chicago,Timeseries,2013-08,Metro Median Base Pay,Median Base Pay,51636.3333333333,
Chicago,Timeseries,2013-07,Metro Median Base Pay,Median Base Pay,52022.3333333333,
Chicago,Timeseries,2013-06,Metro Median Base Pay,Median Base Pay,52026.3333333333,
Boston,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,58708.6666666667,
Boston,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,58679,
Boston,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,58593.3333333333,
Boston,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,58336,
Boston,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,58411.3333333333,
Boston,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,58196,
Boston,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,58063,
Boston,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,57961.3333333333,
Boston,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,57963.6666666667,
Boston,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,57789,
Boston,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,57566.3333333333,
Boston,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,57529.3333333333,
Boston,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,57719.3333333333,
Boston,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,57444.3333333333,
Boston,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,57089,
Boston,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,56636.3333333333,
Boston,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,56451.3333333333,
Boston,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,56233,
Boston,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,56051.6666666667,
Boston,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,55801.3333333333,
Boston,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,55706,
Boston,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,55585,
Boston,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,55553,
Boston,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,55542,
Boston,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,55183.6666666667,
Boston,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,55065.3333333333,
Boston,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,54918,
Boston,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,55075.6666666667,
Boston,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,55188,
Boston,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,54968.6666666667,
Boston,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,55124.3333333333,
Boston,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,54852.6666666667,
Boston,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,54962.3333333333,
Boston,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,54637,
Boston,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,54757.6666666667,
Boston,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,54711.6666666667,
Boston,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,54637,
Boston,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,54206,
Boston,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,54062,
Boston,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,53868.6666666667,
Boston,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,53625.6666666667,
Boston,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,53615.6666666667,
Boston,Timeseries,2013-12,Metro Median Base Pay,Median Base Pay,53629.6666666667,
Boston,Timeseries,2013-11,Metro Median Base Pay,Median Base Pay,54133.3333333333,
Boston,Timeseries,2013-10,Metro Median Base Pay,Median Base Pay,53956.3333333333,
Boston,Timeseries,2013-09,Metro Median Base Pay,Median Base Pay,53852.6666666667,
Boston,Timeseries,2013-08,Metro Median Base Pay,Median Base Pay,53713.6666666667,
Boston,Timeseries,2013-07,Metro Median Base Pay,Median Base Pay,53735.3333333333,
Boston,Timeseries,2013-06,Metro Median Base Pay,Median Base Pay,53860.3333333333,
Washington DC,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,58425.6666666667,
Washington DC,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,58548.3333333333,
Washington DC,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,58446,
Washington DC,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,58326.3333333333,
